
Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
738	82	92	102
739	25	17	5
740	13	23	3
741	15	25	5
742	3	15	23
743	38	18	28
744	25	5	17
745	3	13	23
746	3	10516	3
747	55	33	45
748	15	25	5
749	23	15	3
750	17	7	27
751	17	5	27
752	15	5	25
753	14	4	24
754	5	25	17
755	5	25	17
756	13	3	23
757	15	5	25
758	17	5	25
759	16	25	6
760	5	25	17
761	8	3	16975
762	23	3	15
763	3	3	12567
764	16	6	26
765	134	163	144
766	5	25	17
767	3	23	15
768	14	4	23
769	5	15	57
770	3	14	3
771	5	25	17
772	6006	3	8
773	17	7	25
774	25	15	5
775	5	25	15
776	3	11887	3
777	5	25	17
778	3	15022	3
779	16	4	24
780	23	15	3
781	3	23	15
782	4	16	24
783	5	23	15
784	27	7	19
785	22	27	10
786	15	23	5
787	16	3	8
788	13	23	3
789	15	23	3
790	5	17	25
791	3	11603	8
792	24	14	4
793	5	25	16
794	3	3	17279
795	23	15	3
796	17	25	5
797	5	25	17
798	383	374	364
799	13	23	3
800	3	3	17234
801	25	17	5
802	25	5	17
803	17	5	25
804	5	17	27
805	38	28	18
806	3	8	12437
807	3	23	15
808	25	17	5
809	14	4	24
810	15	3	23
811	13	23	3
812	16	6	24
813	8962	3	7
814	4	16	24
815	8	10894	3
816	17	25	5
817	17	25	5
818	22159	3	8
819	3	13	23
820	79	69	59
821	448	438	469
822	3	23	15
823	4	16	24
824	25	5	17
825	8	3	16870
826	3	15	23
827	25	17	7
828	17	25	5
829	7	17304	3
830	26	5	20
831	7	3	11268
832	15	3	23
833	17	27	7
834	3	14	23
835	27	17	7
836	6	16	26
837	91	71	81
838	17	5	782
839	3	23	15
840	23	14	4
841	24	16	4
842	3172	3162	3152
843	25	5	17
844	25	7	17
845	23	3	15
846	16157	3	4776
847	23	15	5
848	3	7	19355
849	17	25	5
850	17	5	25
851	3	15	23
852	27	7	17
853	8	3	10933
854	27	17	7
855	27	17	7
856	8	6303	3
857	718	697	687
858	23	15	3
859	25	5	15
860	25	5	17
861	25	5	17
862	27	17	7
863	3	15	23
864	5	15	25
865	17	5	25
866	6	26	16
867	15	3	23
868	25	17	5
869	25	5	17
870	15	3	25
871	15	5	25
872	23	4	14
873	17	27	7
874	15	3	23
875	5	17	25
876	24	14	4
877	5	17	25
878	14465	7	3
879	15	25	5
880	24	16	4
881	5	15	25
882	8	16872	3
883	15	23	3
884	5	38	50
885	16404	7	3
886	25	17	5
887	24	4	16
888	3	15	23
889	4	16	24
890	5	17	25
891	13	23	3
892	5	25	17
893	7	17	27
894	3	23	15
895	3	3	12212
896	3	15	23
897	15	3	23
898	23	13	3
899	3	23	15
900	7	27	17
901	23	15	3
902	3	13	23
903	23	13	3
904	17	27	7
905	15	3	23
906	23	13	3
907	7	11623	3
908	15	23	3
909	17	25	5
910	15	25	5
911	15391	3	3
912	23	4	14
913	15	5	38
914	3	23	15
915	17	5	25
916	14437	3	7
917	3	13	23
918	8611	3	3
919	23	3	13
920	25	7	17
921	3	3	11831
922	13	3	23
923	5	27	17
924	3	3	11757
925	6	26	16
926	15	23	3
927	5	16	25
928	13	23	3
929	23	14	3
930	521	511	531
931	23	15	3
932	3	2852	18232
933	23	3	15
934	3	15	23
935	3	17415	7
936	3	15	23
937	5	15	25
938	5	23	15
939	3	23	15
940	25	17	5
941	29	9	21
942	5	15	27
943	40	5	48
944	7	17070	3
945	5	17	25
946	3	23	15
947	3	15	23
948	7	20702	3
949	15	25	5
950	16	5	25
951	3	23	15
952	17	5	27
953	25	17	5
954	3	23	15
955	3	6228	7
956	15	5	25
957	10281	3	10293
958	14	23	3
959	9932	8	3
960	15	25	5
961	16	25	5
962	25	5	15
963	25	5	17
964	980	968	988
965	26	16	5
966	5	25	15
967	78	98	90
968	7	15	25
969	23	13	3
970	3	13	23
971	3	9531	8
972	23	15	3
973	3	23	15
974	1632	3	7
975	7	14897	3
976	15	25	5
977	7	17	27
978	23	4	14
979	3	17871	8
980	23	15	3
981	15	25	5
982	14536	7	3
983	15	23	5
984	15	23	3
985	25	5	16
986	3	9715	7
987	27	17	7
988	25	5	17
989	3	15	23
990	3	7113	3
991	15	25	5
992	17	5	25
993	13	23	3
994	15	5	25
995	25	15	7
996	27	7	17
997	3	23	13
998	3	8	9069
999	25	5	16
