Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
931	67	23	47
932	67	22	48
933	67	24	48
934	67	23	47
935	45	69	24
936	45	68	23
937	24	48	69
938	24	47	69
939	67	24	48
940	22	48	70
941	67	22	48
942	45	69	24
943	45	68	23
944	44	68	23
945	67	23	47
946	22	48	70
947	22	47	69
948	22	47	69
949	66	21	47
950	22	48	70
951	45	66	24
952	45	69	24
953	24	48	69
954	45	69	24
955	45	69	24
956	45	69	24
957	67	24	48
958	45	69	24
959	66	23	47
960	67	22	47
961	24	47	69
962	45	71	24
963	45	69	24
964	66	21	47
965	24	48	69
966	66	21	47
967	45	69	24
968	22	47	69
969	67	24	47
970	24	48	70
971	24	48	70
972	24	47	69
973	21	47	69
974	45	70	24
975	67	22	47
976	24	47	69
977	23	47	69
978	45	67	24
979	67	24	47
980	24	48	69
981	45	68	23
982	45	68	23
983	45	69	24
984	66	21	47
985	67	24	47
986	67	22	47
987	45	69	24
988	66	23	47
989	45	68	23
990	22	48	70
991	67	22	48
992	45	69	24
993	67	24	48
994	22	47	69
995	67	24	47
996	66	21	47
997	45	69	24
998	45	68	23
999	45	69	24
