Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
703	100	55	7
704	198	51	7
705	143	95	50
706	100	54	8
707	54	5	199
708	4	99	52
709	54	7	102
710	67	18	115
711	51	5	100
712	177	129	84
713	5	197	151
714	100	52	7
715	52	5	102
716	160	112	67
717	52	4	101
718	7	100	54
719	65	160	113
720	5	98	53
721	83	35	130
722	149	54	7
723	5	52	201
724	126	4	80
725	99	6	54
726	5	53	102
727	15	62	111
728	52	100	7
729	102	5	56
730	54	100	7
731	53	100	7
732	52	98	6
733	100	5	54
734	102	5	57
735	146	5	54
736	7	139	96
737	52	5	102
738	5	98	52
739	102	52	7
740	53	5	104
741	54	8	105
742	100	53	7
743	53	5	102
744	5	197	150
745	5	98	52
746	5	100	54
747	5	98	55
748	52	5	101
749	5	100	54
750	152	104	199
751	52	5	102
752	54	7	102
753	79	5	128
754	62	12	111
755	99	54	6
756	52	4	101
757	5	101	56
758	95	190	142
759	53	5	104
760	98	52	5
761	12	106	60
762	52	5	100
763	100	53	7
764	54	5	104
765	152	7	199
766	5	98	52
767	53	5	200
768	51	5	100
769	134	86	41
770	156	109	63
771	149	53	7
772	5	51	100
773	5	53	100
774	82	129	179
775	100	5	54
776	84	131	38
777	5	51	199
778	7	54	103
779	52	100	6
780	53	102	7
781	4	50	99
782	101	6	56
783	5	51	100
784	5	52	152
785	5	100	52
786	98	53	7
787	62	157	111
788	7	100	56
789	52	5	102
790	54	5	103
791	7	102	56
792	54	6	101
793	102	55	7
794	102	54	7
795	53	5	102
796	100	55	7
797	134	88	43
798	53	7	102
799	7	102	54
800	100	53	7
801	100	52	5
802	103	56	151
803	5	98	53
804	35	226	83
805	196	148	5
806	5	100	54
807	102	53	7
808	52	5	102
809	100	53	7
810	98	52	6
811	53	5	100
812	56	151	105
813	71	23	218
814	54	7	104
815	152	7	202
816	7	100	54
817	5	198	152
818	25	118	75
819	54	7	102
820	100	52	7
821	99	52	6
822	53	7	102
823	5	241	193
824	4	98	54
825	102	54	7
826	5	246	53
827	100	6	54
828	5	52	102
829	53	100	5
830	54	101	149
831	5	52	102
832	6	52	101
833	52	101	6
834	52	7	102
835	50	5	100
836	7	102	54
837	7	102	56
838	52	246	7
839	102	54	7
840	50	5	100
841	119	214	169
842	6	101	54
843	52	6	101
844	5	98	52
845	98	52	5
846	100	52	7
847	100	52	7
848	53	7	102
849	100	53	7
850	5	102	54
851	100	52	5
852	5	100	55
853	130	53	7
854	5	100	54
855	50	5	100
856	4	99	56
857	241	5	193
858	180	87	134
859	55	102	7
860	100	5	54
861	5	52	100
862	5	51	100
863	98	4	54
864	33	81	130
865	5	50	100
866	54	99	6
867	6	54	103
868	94	139	48
869	52	100	7
870	5	53	100
871	155	60	109
872	51	98	7
873	100	5	54
874	52	100	6
875	70	115	24
876	7	54	104
877	100	5	55
878	5	53	102
879	223	4	176
880	5	52	102
881	98	5	55
882	4	238	193
883	52	4	101
884	6	101	54
885	54	6	103
886	53	5	102
887	100	53	7
888	5	100	52
889	53	5	102
890	100	51	7
891	5	229	52
892	4	50	99
893	53	100	7
894	5	50	100
895	72	120	167
896	101	6	54
897	52	102	7
898	54	102	7
899	50	98	5
900	52	100	6
901	6	52	101
902	7	52	102
903	31	120	169
904	100	5	54
905	99	4	54
906	166	214	81
907	54	102	9
908	54	101	8
909	46	121	169
910	100	5	54
911	53	102	7
912	100	5	55
913	124	5	78
914	52	100	7
915	5	54	104
