Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
868	192	5472	10751
869	86	5365	10637
870	517	5796	11068
871	771	6051	11323
872	256	5530	10800
873	704	5989	11259
874	668	5944	11214
875	781	6057	11325
876	599	5876	11148
877	978	6255	11527
878	548	5826	11098
879	269	5550	10824
880	10568	11	5296
881	292	5573	10853
882	877	6156	11432
883	642	5926	11203
884	965	6243	11515
885	616	5893	11163
886	528	5805	11075
887	618	5898	11169
888	702	5976	11248
889	592	5871	11141
890	633	5903	11166
891	864	6143	11413
892	993	6270	11540
893	817	6083	11353
894	39	5310	10571
895	676	5954	11231
896	528	5804	11077
897	1040	6315	11587
898	508	5785	11059
899	603	5882	11150
900	742	6016	11290
901	457	5732	11000
902	118	5397	10665
903	1019	6294	11568
904	5284	10556	7
905	71	5346	10616
906	1006	6285	11557
907	528	5800	11065
908	796	6075	11351
909	1025	6306	11582
910	402	5681	10953
911	303	5584	10860
912	569	5850	11126
913	489	5768	11040
914	1027	6304	11576
915	54	5331	10611
916	1010	6289	11563
917	858	6138	11415
918	553	5830	11106
919	890	6169	11443
920	194	5472	10749
921	768	6040	11308
922	533	5805	11077
923	640	5918	11192
924	790	6062	11330
925	899	6171	11439
926	31	5305	10573
927	396	5668	10940
928	611	5884	11154
929	278	5554	10822
930	635	5907	11177
931	843	6115	11381
932	158	5430	10697
933	926	6202	11472
934	354	5632	10902
935	772	6049	11312
936	551	5821	11091
937	761	6034	11306
938	290	5567	10841
939	93	5365	10633
940	393	5670	10942
941	315	5592	10868
942	321	5601	10875
943	779	6057	11327
944	839	6114	11384
945	534	5812	11085
946	474	5750	11020
947	455	5733	11006
948	106	5382	10656
949	979	6257	11529
950	993	6271	11543
951	378	5657	10931
952	706	5984	11257
953	955	6238	11518
954	490	5770	11045
955	841	6122	11394
956	997	6272	11546
957	423	5689	10952
958	123	5401	10671
959	987	6263	11531
960	243	5522	10794
961	357	5624	10886
962	243	5518	10788
963	417	5700	10974
964	1029	6306	11578
965	479	5754	11026
966	967	6244	11516
967	1016	6295	11573
968	162	5440	10712
969	230	5513	10785
970	73	5350	10620
971	442	5721	10997
972	369	5647	10920
973	869	6152	11426
974	313	5594	10870
975	846	6126	11398
976	397	5676	10950
977	116	5395	10669
978	899	6178	11450
979	861	6137	11407
980	344	5618	10889
981	974	6251	11523
982	1034	6310	11582
983	67	5346	10618
984	383	5659	10931
985	818	6100	11371
986	503	5786	11060
987	436	5717	10995
988	225	5502	10778
989	160	5442	10719
990	423	5699	10971
991	260	5537	10809
992	503	5779	11051
993	172	5447	10721
994	500	5774	11042
995	629	5903	11171
996	10566	31	5303
997	445	5727	11006
998	588	5867	11139
999	1029	6301	11569

